-0.020905284	0.060043085	0.02022544	-0.109263204	-0.03342893	0.061561342	0.044492926	-0.025757138	-0.051061254	0.046214648	0.07280772	0.0032138666	0.10056736	-0.0046263826	-0.06245257	0.013796786
-0.035023596	0.029044976	-0.025618361	-0.051206887	0.035789106	0.09497875	-0.011100527	0.009591781	-0.053166173	0.07567338	0.017997656	0.009727466	0.16771041	0.046276852	-0.049625427	0.00697335
-0.015525472	0.013100577	-0.051787496	-0.006427541	0.030562697	0.06701173	-0.045645297	-0.033267274	-0.08803707	0.04661977	-0.006679782	-0.014984271	0.1758057	0.08734554	-0.09212279	-0.027429659
0.020066608	0.081795566	-0.04697708	-0.037549898	0.032125525	0.056617673	-0.077394284	0.005288891	-0.05097825	-0.030848747	-0.015811244	0.00062650617	0.14761473	0.03337584	-0.050992344	0.05665289
-0.07045056	0.033551864	-0.020762186	-0.050601233	-0.085457064	0.054010708	0.021571001	-0.017052516	-0.0778394	0.068905786	0.065516666	0.04881659	0.108492605	-0.0055371127	0.043023262	0.03410307
-0.0896269	0.105174534	-0.07921206	-0.07890642	-0.031003168	0.12305869	-0.089117125	-0.061550025	-0.012941788	0.0227403	0.0641209	-0.021951888	0.0821851	-0.026779465	-0.051644273	-0.013232664
-0.010814198	-0.054502245	-0.02943394	-0.11244469	-0.011698295	0.09947316	-0.054992598	-0.023886824	-0.11296704	0.11207126	0.06713772	0.04631615	0.16085204	0.028211087	-0.0006329753	-0.026821135
-0.012598189	0.01815777	-0.008871508	-0.053316146	-0.022108765	0.06604048	-0.051923446	0.028209643	-0.055597845	-0.014230468	-0.043123033	-0.028482983	0.15918641	0.04274979	-0.031697407	-0.02133187
-0.05665136	0.03474671	0.002434407	0.007523437	-0.0071764993	0.06291402	-0.097484194	-0.024073148	-0.09557064	0.09590652	0.02628478	-0.015292654	0.090242535	0.030665312	0.0074669756	-0.042852696
-0.003286081	0.017841488	-0.07697566	-0.019466065	0.041871347	0.04881043	-0.0120129	-0.08304405	-0.108299755	0.024302244	0.02712654	0.03538614	0.08606996	0.002469148	-0.0452856	-0.026095763
-0.019336507	-0.03276316	0.010382743	-0.05036103	0.043368116	0.020658035	0.06686187	-0.019470455	-0.00264378	0.085768506	0.048053943	-0.020728305	0.058864962	0.054289434	-0.07199128	-0.0051375018
-0.015652213	-0.024121998	-0.019165423	-0.07061884	-0.054462887	0.052969478	-0.050673723	-0.037252083	-0.06729449	0.15210654	0.04508579	0.01722482	0.15987548	-0.0066082417	0.020398974	0.04765909
-0.023089375	-0.0057243365	0.045534026	-0.04565895	0.08289196	-0.008944888	-0.10800235	0.05630867	-0.037583545	0.044822074	-0.034012657	-0.0020505395	0.05111176	0.03738355	0.0054417984	0.07685332
0.0055391584	-0.040505294	-0.044934746	-0.0861754	-0.0095703	0.09275328	-0.02643974	0.009302757	-0.041813	0.15182647	-0.07092746	-0.046648845	0.035555214	-0.07732423	0.035095993	-0.05890695
-0.08603706	-0.01855402	-0.003841934	-0.022906533	0.003069827	-0.035596542	-0.017768383	-0.005026943	-0.08138909	0.01481302	-0.06839224	0.054772686	0.04038767	0.008682772	-0.062781535	0.015404385
-0.034624875	-0.03869624	-0.016792765	0.0019384536	0.071585745	0.122789755	0.06783214	-0.019818801	0.049073406	0.016829757	0.001963416	-0.0006266223	0.16001663	-0.02054523	-0.01190821	0.038808674
0.031895645	-0.033013158	-0.009434778	-0.14987046	-0.0070183403	0.041196402	-0.037637383	0.022702847	-0.061645005	0.033323772	0.041460965	-0.01865407	0.091601044	0.017466575	-0.060330473	0.062655784
-0.0029573773	-0.029982653	-0.040989354	-0.086197354	0.009829814	0.08118449	0.040322185	0.0633044	-0.052677184	0.09469699	-4.361114e-05	0.01580204	0.04153504	-0.0035013726	-0.008472826	0.06282654
0.005345819	-0.016170742	-0.018440286	-0.055182945	0.08093921	0.06690535	-0.12455512	-0.0010878388	-0.076916374	0.04435091	0.101605035	-0.09402725	-0.014673189	-0.017145075	0.008829727	0.031335384
0.0016027754	0.03989059	-0.0700832	-0.060409382	0.012264919	0.065060005	-0.0010063184	-0.021348579	-0.08375504	0.106834136	-0.012234893	-0.03521504	0.019887665	0.013794664	-0.032241892	0.1203296
-0.06262272	0.0904558	-0.050421968	-0.068642266	0.026762461	0.09268839	-0.069092885	-0.041856304	0.012832904	0.052486334	0.050053213	-0.04245343	0.09695894	-0.0148743745	-0.086433455	-0.02580305
-0.033914175	-0.03822489	0.13616498	0.021674486	0.063250646	0.05355737	-0.03317652	0.0037776183	0.010643494	0.11190434	-0.099575	0.012878846	-0.0053445674	-0.11741075	0.030530596	-0.0755531
-0.011158966	0.016292019	-0.094014816	-0.05410506	0.053121317	-0.11859301	-0.006176257	-0.014872311	-0.08427978	-0.03231877	0.083652586	0.077429526	-0.041922566	0.059894457	-0.10780213	-0.025629174
-0.029884106	0.035413355	-0.037625685	-0.124452226	0.03921406	0.02108137	-0.018349113	-0.0032903918	-0.11722186	0.059801083	-0.065382205	-0.024019169	0.013469923	0.09003394	0.0585082	-0.003098287
-0.006096156	0.06663635	0.030638987	-0.019630099	-0.09743042	-0.06709614	-0.05683296	-0.033793285	-0.086099416	0.11763984	0.066259235	0.029181214	0.112339586	0.02952404	-0.028411236	0.033308547
-0.044692762	-0.02990976	0.047446903	-0.08507221	-0.05292243	0.1834602	-0.013504765	-0.009044856	-0.0022088774	0.09445332	0.105330914	-0.09048941	0.07097185	-0.098522455	-0.14454119	0.076712534
-0.062406786	0.018268462	-0.026479255	-0.025160762	0.0012450634	-0.006387236	-0.042004142	0.04985473	-0.05215321	-0.025301903	-0.018535897	0.08450719	0.019135823	0.060651615	-0.00038446984	-0.07622267
-0.05819577	0.07107292	0.01856898	-0.018607974	-0.06688946	-0.008755571	-0.083055645	0.047758356	0.05031629	-0.07173419	0.01160309	-0.02159644	0.07044566	-0.040466618	-0.023118032	-0.042717412
0.05657155	-0.02321939	-0.10146818	0.0195287	0.02709922	0.089037746	-0.06269497	0.026216289	-0.0027566734	-0.00529803	0.0060573174	-0.022391625	0.011390007	-0.063453905	-0.043245733	0.1183051
-0.11855231	0.0035033121	-0.03286579	0.06673362	-0.032302387	0.03847875	-0.14156434	-0.023200141	-0.04843062	-0.011390081	0.057958126	-0.065047994	0.11623805	-0.10124657	-0.01731505	0.026209584
